Equipment Number,Original Description,Suggested Edit,Confidence,Reasoning,Object Type (Original),Object Type (Suggested),Functional System Category,Functional System
2000000262,Valve Equipment-jv,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,HOUSE AIR
2000184295,301 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184296,302 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184297,303 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184298,304 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184299,305 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184388,Ash Water Return Building Hos E Rack A-1 El 932',Ash Water Return Building Hos East Rack A-1 El 932',80,Expanded directional based on contextual keywords,VALVE,,AUXILIERY,SERVICE WATER/ACW
2000184389,Ash Water Return Building Hos E Rack E-1 El,Ash Water Return Building Hos East Rack E-1 El,80,Expanded directional based on contextual keywords,VALVE,,AUXILIERY,SERVICE WATER/ACW
2000184390,Ash Water Return Building Hos E Rack C-1 El 945,Ash Water Return Building Hos East Rack C-1 El 945,80,Expanded directional based on contextual keywords,VALVE,,AUXILIERY,SERVICE WATER/ACW
2000184391,Ash Water Return Building Hos E Rack C-1 El,Ash Water Return Building Hos East Rack C-1 El,80,Expanded directional based on contextual keywords,VALVE,,AUXILIERY,SERVICE WATER/ACW
2000184400,306 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184401,307 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184402,308 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184403,309 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184404,310 Coal Pulverizer Inerting Steam Valve Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184405,301 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184406,302 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184407,303 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184408,304 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184409,305 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184410,306 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184411,307 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184412,308 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184413,309 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184414,310 Coal Pulverizer Started Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184415,301 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184416,302 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184417,303 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184418,304 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184419,305 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184420,306 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184421,307 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184422,308 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184423,309 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184424,310 Coal Pulverizer Stopped Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184425,301 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184426,302 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184427,303 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184428,304 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184429,305 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184430,306 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184431,307 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184432,308 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184433,309 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184434,310 Coal Pulverizer Stop Command Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184435,301 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184436,302 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184437,303 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184438,304 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184439,305 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184440,306 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184441,307 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184442,308 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184443,309 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184444,310 Coal Pulverizer Clearing Completed I,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184445,301 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184446,302 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184447,303 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184448,304 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184449,305 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184450,306 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184451,307 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184452,308 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184453,309 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184454,310 Coal Pulverizer Primary Air Isolation Damper Closed In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184455,301 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184456,302 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184457,303 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184458,304 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184459,305 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184460,306 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184461,307 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184462,308 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184463,309 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184464,310 Coal Silo Outlet Gate Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184465,301 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184466,302 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184467,303 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184468,304 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184469,305 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184470,306 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184471,307 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184472,308 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184473,309 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184474,310 Coal Fdr Seal Air Dampr Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,SUPPLY
2000184475,301 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184476,302 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184477,303 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184478,304 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184479,305 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184480,306 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184481,307 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184482,308 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184483,309 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184484,310 Coal Pulverizer Seal Air Damper Closed Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184485,301 Pulverizer Burner 501 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184486,301 Pulverizer Burner 501 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184487,302 Pulverizer Burner 301 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184488,302 Pulverizer Burner 301 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184489,303 Pulverizer Burner 201 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184490,303 Pulverizer Burner 201 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184491,304 Pulverizer Burner 408 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184492,304 Pulverizer Burner 408 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184493,305 Pulverizer Burner 208 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184494,305 Pulverizer Burner 208 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184495,306 Pulverizer Burner 401 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184496,306 Pulverizer Burner 401 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184497,307 Pulverizer Burner 101 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184498,307 Pulverizer Burner 101 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184499,308 Pulverizer Burner 108 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184564,Hose Connection Id Fan Bu Ilding,Hose Connection ID Fan Bu Ilding,95,Forced acronym uppercase: ID,VALVE,,AUXILIERY,SERVICE WATER/ACW
2000184581,aqcs Well Water 4 Hose Onnection,AQCS Well Water 4 Hose Onnection,95,Normalized whitespace/title case; Forced acronym uppercase: AQCS,VALVE,,AUXILIERY,SERVICE WATER/ACW
2000184600,308 Pulverizer Burner 108 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184601,309 Pulverizer Burner 508 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184602,309 Pulverizer Burner 508 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184603,310 Pulverizer Burner 308 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184604,310 Pulverizer Burner 308 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184605,301 Pulverizer Burner 502 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184606,301 Pulverizer Burner 502 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184607,302 Pulverizer Burner 302 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184608,302 Pulverizer Burner 302 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184609,303 Pulverizer Burner 202 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184610,303 Pulverizer Burner 202 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184611,304 Pulverizer Burner 409 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184612,304 Pulverizer Burner 409 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184613,305 Pulverizer Burner 209 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184614,305 Pulverizer Burner 209 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184615,306 Pulverizer Burner 402 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184616,306 Pulverizer Burner 402 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184617,307 Pulverizer Burner 102 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184618,307 Pulverizer Burner 102 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184619,308 Pulverizer Burner 109 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184620,308 Pulverizer Burner 109 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184621,309 Pulverizer Burner 509 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184622,309 Pulverizer Burner 509 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184623,310 Pulverizer Burner 309 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184624,310 Pulverizer Burner 309 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184625,301 Pulverizer Burner 503 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184626,301 Pulverizer Burner 503 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184627,302 Pulverizer Burner 303 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184628,302 Pulverizer Burner 303 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184629,303 Pulverizer Burner 203 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184630,303 Pulverizer Burner 203 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184631,304 Pulverizer Burner 410 Isolation Valve Not Open Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184632,304 Pulverizer Burner 410 Isolation Valve Not Closed Indicator Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184633,301 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184634,302 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184635,303 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184636,304 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184637,305 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184638,306 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
